SPAC11D3.03c.1	chrI:112047-112097	chrI:111850-111920	-	false	2
SPAC11D3.11c.1	chrI:129060-129102	chrI:129128-129171	-	false	1
SPAC13G6.05c.1	chrI:181750-182000	chrI:181575-181631	-	false	1
SPAC806.04c.1	chrI:241710-241756	chrI:241710-241756	-	false	1
SPAC1639.02c.1	chrI:257136-257178	chrI:257182-257228	-	false	3
SPAC1639.02c.1	chrI:256371-256426	chrI:256751-256796	-	false	2
SPAC1639.02c.1	chrI:257136-257178	chrI:257010-257054	-	false	1
SPAC1639.02c.1	chrI:256613-256683	chrI:256446-256541	-	false	1
SPAC1639.02c.1	chrI:256446-256541	chrI:256751-256796	-	false	2
SPAC1639.02c.1	chrI:256446-256541	chrI:256613-256683	-	false	1
SPAC1639.02c.1	chrI:256371-256426	chrI:256446-256541	-	false	1
SPAC1F5.10.1	chrI:272191-272256	chrI:272117-272169	-	false	1
SPAC18B11.09c.1	chrI:303794-303851	chrI:303641-303715	+	false	1
SPAC18B11.08c.1	chrI:304861-304918	chrI:304536-304673	+	false	1
SPAC18B11.07c.1	chrI:305877-306089	chrI:305765-305811	+	false	2
SPAC18B11.05.1	chrI:309840-309888	chrI:309840-309888	-	false	1
SPAC18B11.05.1	chrI:309720-309750	chrI:309840-309888	-	false	2
SPAC630.03.1	chrI:350599-350670	chrI:350512-350574	+	false	3
SPAC630.11.1	chrI:366892-366967	chrI:367041-367104	+	false	1
SPAC630.11.1	chrI:367041-367104	chrI:366892-366967	+	false	1
SPAC630.11.1	chrI:367190-367292	chrI:366818-366872	+	false	2
SPAC630.11.1	chrI:367041-367104	chrI:367349-367394	+	false	1
SPAC630.11.1	chrI:367190-367292	chrI:367349-367394	+	false	1
SPAC630.11.1	chrI:367190-367292	chrI:366892-366967	+	false	1
SPAC630.11.1	chrI:367349-367394	chrI:367349-367394	+	false	1
SPAC630.11.1	chrI:366892-366967	chrI:366818-366872	+	false	9
SPAC630.11.1	chrI:366892-366967	chrI:367190-367292	+	false	1
SPAC630.11.1	chrI:367190-367292	chrI:367041-367104	+	false	1
SPAC630.14c.1	chrI:375831-376093	chrI:375831-375991	-	false	1
SPAC630.14c.1	chrI:376447-376843	chrI:376932-376992	-	false	1
SPAC1751.02c.1	chrI:385888-385937	chrI:386044-386106	-	false	1
SPAC1751.03.1	chrI:386395-386457	chrI:386395-386457	+	false	1
SPAC1751.03.1	chrI:386615-386785	chrI:386395-386457	+	false	3
SPAC31A2.02.1	chrI:388622-388720	chrI:388814-388858	+	false	1
SPAC31A2.10.1	chrI:406169-406267	chrI:405925-405963	+	false	1
SPAPB21F2.02.1	chrI:492477-492511	chrI:492631-492672	+	false	1
SPAPB21F2.02.1	chrI:494616-494666	chrI:494386-494422	+	false	1
SPAC227.10.1	chrI:513859-513907	chrI:513999-514045	+	false	2
SPAC227.11c.1	chrI:515083-515221	chrI:515483-515533	-	false	1
SPAC227.16c.1	chrI:528626-528672	chrI:528270-528325	-	false	1
SPAC227.16c.1	chrI:528065-528123	chrI:528270-528325	-	false	1
SPAC227.16c.1	chrI:528461-528566	chrI:528270-528325	-	false	1
SPAC2F7.17.1	chrI:570648-570884	chrI:570407-570548	+	false	1
SPAC2F7.17.1	chrI:570648-570884	chrI:570200-570254	+	false	1
SPAC3H8.10.1	chrI:609151-609198	chrI:609821-609883	+	false	1
SPAC3H8.10.1	chrI:609502-609697	chrI:609151-609198	+	false	1
SPAC3H8.10.1	chrI:609502-609697	chrI:609821-609883	+	false	2
SPAC1F3.03.1	chrI:618423-618470	chrI:618423-618470	+	false	1
SPAC1F3.05.1	chrI:623594-623751	chrI:623463-623517	+	false	1
SPAC1F3.05.1	chrI:623463-623517	chrI:623594-623751	+	false	1
SPAC1F3.05.1	chrI:623463-623517	chrI:623306-623374	+	false	1
SPAC1F3.09.1	chrI:634972-635068	chrI:635236-635348	+	false	1
SPAC1F3.09.1	chrI:636177-636233	chrI:636315-636384	+	false	28
SPAC1D4.02c.1	chrI:640948-640996	chrI:641185-641280	-	false	1
SPAC1D4.02c.1	chrI:641185-641280	chrI:641402-641447	-	false	1
SPAC1D4.04.1	chrI:644714-644749	chrI:644882-644928	+	false	1
SPAC1D4.04.1	chrI:644714-644749	chrI:644714-644749	+	false	2
SPAC1D4.06c.1	chrI:648502-648613	chrI:648830-648889	-	false	1
SPAC22F3.11c.1	chrI:683035-683101	chrI:683110-683159	+	false	2
SPAC22F3.07c.1	chrI:691804-691852	chrI:691657-691705	+	false	2
SPAC22F3.05c.1	chrI:697886-697927	chrI:697767-697804	+	false	1
SPAC22F3.05c.1	chrI:697767-697804	chrI:697569-697620	+	false	1
SPAC22F3.05c.1	chrI:697456-697495	chrI:697569-697620	+	false	1
SPAC22F3.05c.1	chrI:697767-697804	chrI:697356-697400	+	false	2
SPAC22F3.05c.1	chrI:697569-697620	chrI:697456-697495	+	false	1
SPAC22F3.05c.1	chrI:697767-697804	chrI:697456-697495	+	false	2
SPAC22F3.05c.1	chrI:697456-697495	chrI:697356-697400	+	false	1
SPAC22F3.04.1	chrI:698178-698222	chrI:698323-698404	-	false	6
SPAC22F3.04.1	chrI:699105-699147	chrI:699364-699409	-	false	1
SPAC22F3.04.1	chrI:702558-702602	chrI:702558-702602	-	false	1
SPAC22F3.04.1	chrI:698442-698479	chrI:698323-698404	-	false	1
SPAC22F3.03c.1	chrI:705057-705094	chrI:704764-704815	+	false	1
SPAC1296.01c.1	chrI:709645-709744	chrI:709340-709427	-	false	1
SPAC1296.04.1	chrI:715722-715993	chrI:715536-715582	+	false	2
SPAPJ696.02.1	chrI:724326-724377	chrI:724419-724505	+	false	1
SPAPJ696.02.1	chrI:724419-724505	chrI:724326-724377	+	false	1
SPAPJ696.02.1	chrI:724326-724377	chrI:724326-724377	+	false	1
SPAC22G7.01c.1	chrI:727732-727845	chrI:727902-727986	-	false	1
SPAC22G7.02.1	chrI:728453-728493	chrI:728453-728493	+	false	1
SPAC22G7.04.1	chrI:733041-733084	chrI:732898-732941	+	false	1
SPAC4G8.02c.1	chrI:756882-756988	chrI:756882-756988	-	false	1
SPAC4G8.02c.1	chrI:756882-756988	chrI:756611-756778	-	false	2
SPAC4G8.12c.1	chrI:785856-785895	chrI:785633-785697	-	false	1
SPAC4G8.12c.1	chrI:786400-786439	chrI:786063-786160	-	false	2
SPAC4G8.12c.1	chrI:786400-786439	chrI:786230-786273	-	false	5
SPAC2G11.10c.1	chrI:827679-827902	chrI:827421-827464	-	false	1
SPAC23G3.06.1	chrI:877107-877174	chrI:876963-877003	+	false	2
SPAC23G3.06.1	chrI:877107-877174	chrI:876963-877005	+	false	1
SPAC1687.03c.1	chrI:906145-906287	chrI:905978-906168	-	false	1
SPAC1687.12c.1	chrI:925858-925961	chrI:926067-926121	-	false	2
SPAC1687.17c.1	chrI:935669-935746	chrI:935813-935859	-	false	3
SPAC1687.21.1	chrI:942681-942726	chrI:942574-942614	+	false	1
SPAC1687.21.1	chrI:941990-942214	chrI:942574-942614	+	false	1
SPAC1687.21.1	chrI:942297-942450	chrI:942749-942804	+	false	2
SPAC1687.21.1	chrI:942297-942450	chrI:942297-942346	+	false	1
SPAC1687.21.1	chrI:942574-942614	chrI:942681-942726	+	false	1
SPAC1687.21.1	chrI:942574-942614	chrI:942749-942804	+	false	1
SPAC1687.21.1	chrI:942681-942726	chrI:941990-942214	+	false	1
SPAC1687.21.1	chrI:942297-942450	chrI:941990-942214	+	false	12
SPAC1687.21.1	chrI:942297-942450	chrI:942574-942614	+	false	5
SPAC1687.21.1	chrI:942297-942450	chrI:942681-942726	+	false	1
SPAC222.15.1	chrI:978007-978048	chrI:977858-977904	+	false	1
SPAC222.18.1	chrI:979022-979119	chrI:979177-979214	+	false	4
SPAC821.05.1	chrI:988569-988747	chrI:988423-988461	+	false	2
SPAC821.12.1	chrI:1008582-1008848	chrI:1009024-1009068	+	false	1
SPAC139.06.1	chrI:1030722-1030810	chrI:1030927-1030997	+	false	1
SPAC23C4.08.1	chrI:1041599-1041672	chrI:1041746-1042069	+	false	1
SPAC23C4.09c.1	chrI:1043672-1043719	chrI:1043790-1044000	-	false	3
