ENST00000262854.10_3	chrX:53560373-53560967	chrX:53562463-53563107	-	false	1	1
ENST00000262854.10_3	chrX:53587378-53588716	chrX:53586022-53586314	-	false	1	0
ENST00000262854.10_3	chrX:53560373-53560967	chrX:53563214-53563340	-	false	1	0
ENST00000262854.10_3	chrX:53613870-53615341	chrX:53613532-53613741	-	false	1	0
ENST00000262854.10_3	chrX:53560373-53560967	chrX:53561159-53561476	-	false	2	2
ENST00000262854.10_3	chrX:53587378-53588716	chrX:53586494-53587148	-	false	1	0
ENST00000262854.10_3	chrX:53596788-53600709	chrX:53595835-53596575	-	false	1	0
ENST00000262854.10_3	chrX:53561659-53562344	chrX:53561159-53561476	-	false	1	2
ENST00000262854.10_3	chrX:53560373-53560967	chrX:53561659-53562344	-	false	1	1
ENST00000342160.7_3	chrX:53613870-53615341	chrX:53613532-53613741	-	false	1	0
ENST00000342160.7_3	chrX:53560373-53560967	chrX:53561659-53562344	-	false	1	1
ENST00000342160.7_3	chrX:53561659-53562344	chrX:53561159-53561476	-	false	1	2
ENST00000342160.7_3	chrX:53596788-53600709	chrX:53595835-53596575	-	false	1	0
ENST00000342160.7_3	chrX:53560373-53560967	chrX:53561159-53561476	-	false	2	2
ENST00000342160.7_3	chrX:53560373-53560967	chrX:53562463-53563107	-	false	1	1
ENST00000342160.7_3	chrX:53587378-53588716	chrX:53586494-53587148	-	false	1	0
ENST00000342160.7_3	chrX:53560373-53560967	chrX:53563214-53563340	-	false	1	0
ENST00000342160.7_3	chrX:53587378-53588716	chrX:53586022-53586314	-	false	1	0
ENST00000612484.4_3	chrX:53560373-53560967	chrX:53561659-53562344	-	false	1	1
ENST00000612484.4_3	chrX:53561659-53562344	chrX:53561159-53561476	-	false	1	2
ENST00000612484.4_3	chrX:53587378-53588716	chrX:53586494-53587148	-	false	1	0
ENST00000612484.4_3	chrX:53596788-53600709	chrX:53595835-53596575	-	false	1	0
ENST00000612484.4_3	chrX:53560373-53560967	chrX:53561159-53561476	-	false	2	2
ENST00000612484.4_3	chrX:53560373-53560967	chrX:53562463-53563107	-	false	1	1
ENST00000612484.4_3	chrX:53560373-53560967	chrX:53563214-53563340	-	false	1	0
ENST00000612484.4_3	chrX:53587378-53588716	chrX:53586022-53586314	-	false	1	0
ENST00000612484.4_3	chrX:53613870-53615341	chrX:53613532-53613741	-	false	1	0
ENST00000369850.8_2	chrX:153579410-153579948	chrX:153578576-153579276	-	false	1	0
ENST00000369850.8_2	chrX:153579410-153579948	chrX:153577934-153578016	-	false	1	0
ENST00000369850.8_2	chrX:153579410-153579948	chrX:153580065-153580251	-	false	1	0
ENST00000369850.8_2	chrX:153579410-153579948	chrX:153578236-153578398	-	false	1	0
ENST00000369850.8_2	chrX:153579410-153579948	chrX:153577405-153577729	-	false	1	0
ENST00000369850.8_2	chrX:153579410-153579948	chrX:153580390-153580548	-	false	1	0
ENST00000422373.5_2	chrX:153579410-153579948	chrX:153580065-153580251	-	false	1	0
ENST00000422373.5_2	chrX:153579410-153579948	chrX:153580390-153580548	-	false	1	0
ENST00000422373.5_2	chrX:153579410-153579948	chrX:153577934-153578016	-	false	1	0
ENST00000422373.5_2	chrX:153579410-153579948	chrX:153577405-153577729	-	false	1	0
ENST00000422373.5_2	chrX:153579410-153579948	chrX:153578576-153579276	-	false	1	0
ENST00000422373.5_2	chrX:153579410-153579948	chrX:153578236-153578398	-	false	1	0
ENST00000369856.7_2	chrX:153579410-153579948	chrX:153578236-153578398	-	false	1	0
ENST00000369856.7_2	chrX:153579410-153579948	chrX:153578576-153579276	-	false	1	0
ENST00000369856.7_2	chrX:153579410-153579948	chrX:153580065-153580251	-	false	1	0
ENST00000369856.7_2	chrX:153579410-153579948	chrX:153577405-153577729	-	false	1	0
ENST00000369856.7_2	chrX:153579410-153579948	chrX:153580390-153580548	-	false	1	0
ENST00000369856.7_2	chrX:153579410-153579948	chrX:153577934-153578016	-	false	1	0
ENST00000420627.5_1	chrX:153579410-153579948	chrX:153577405-153577729	-	false	1	0
ENST00000420627.5_1	chrX:153579410-153579948	chrX:153580390-153580548	-	false	1	0
ENST00000420627.5_1	chrX:153579410-153579948	chrX:153578576-153579276	-	false	1	0
ENST00000420627.5_1	chrX:153579410-153579948	chrX:153577934-153578016	-	false	1	0
ENST00000420627.5_1	chrX:153579410-153579948	chrX:153580065-153580251	-	false	1	0
ENST00000420627.5_1	chrX:153579410-153579948	chrX:153578236-153578398	-	false	1	0
ENST00000360319.9_2	chrX:153579410-153579948	chrX:153577934-153578016	-	false	1	0
ENST00000360319.9_2	chrX:153579410-153579948	chrX:153580390-153580548	-	false	1	0
ENST00000360319.9_2	chrX:153579410-153579948	chrX:153577405-153577729	-	false	1	0
